Season,Round,Date,Day,Kickoff,Home Team,Away Team,Venue,Weather Summary,Temperature (°C),Rain (mm),Home Goals,Home Points,Home Total,Away Goals,Away Points,Away Total,Home Team Media Mentions,Away Team Media Mentions,Home team self assessment,Away team self assessment,Home team external assessment,Away team external assessment,Home team injuries (num),Away team injuries (num),Home team injuries,Away team injuries,Field Relative Preparation,Pollen count,Air quality,Random Column
2022,7,1/05/2022,Sunday,1/05/2022 15:20,Desert Plains Dingoes,Outback Eagles,Red Dust Park,Overcast,16.8,4.1,10,4,64,6,7,43,0,7,4.349515313,3.293071309,55.40998942,61.79430289,1,0,TRUE,NO,-6.53768412,0.395685497,0.188984269,236.6110214
2022,7,1/05/2022,Sunday,1/05/2022 17:10,Capital Comets,Highlands Power,Galaxy Oval,Windy,16.5,3.4,10,5,-65,12,7,79,1,2,5.399791041,2.169989857,52.42241517,43.28071994,0,0,N,N,5.734630751,0.219879476,0.747251093,-104.7650435
2022,7,1/05/2022,Sunday,1/05/2022 19:00,Pt. Sovereign Pirates,Redwood Devils,"Sovereign Harbour (Port Sovereign, SA)",Overcast,27.8,4.4,10,11,71,10,6,66,9,8,4.540066623,5.184425135,22.96563751,34.42433069,0,0,F,N,-32.38164822,0.284452878,0.82775553,-47.40813203
2022,8,6/05/2022,Friday,6/05/2022 19:20,Mountview Miners,Coastal Bay Sharks,"Ironpit Stadium (Mountview, WA)",Windy,26.8,2.3,9,10,64,6,4,40,0,0,4.614396942,5.300505695,53.82787847,44.8479156,1,1,Yes,Yes,10.07653051,0.76979792,0.69033575,171.3343341
2022,8,7/05/2022,Saturday,7/05/2022 13:45,Harbour Saints,Riverland Rams,"Cathedral Park (Harbour City, NSW)",Drizzle,13.4,0.2,23,7,145,13,7,85,0,3,2.205072947,1.697555205,37.40678363,63.62109366,0,0,FALSE,F,4.487831077,0.493759907,0.661255284,414.9979015
2022,8,7/05/2022,Saturday,7/05/2022 15:20,Southern Mariners,Sunvale Scorchers,"Seagate Oval (Southport, TAS)",Drizzle,24.5,2.7,9,4,58,9,6,60,1,2,6.26701068,4.637088895,64.75310121,58.34517188,0,0,FALSE,NO,3.140193957,0.159137956,0.861228889,-149.7754228
2022,8,7/05/2022,Saturday,7/05/2022 17:40,Ironclad Bulldogs,Central City Titans,Foundry Oval,Overcast,25.6,3.4,5,3,33,5,4,34,2,2,5.790916799,2.478272084,53.74864736,41.65390459,1,0,T,NO,11.48440327,0.097128981,0.372205508,16.0155903
2022,8,7/05/2022,Saturday,7/05/2022 19:25,Western Thunderhawks,Silver Creek Hawks,"Stormfield Arena (Westbridge, WA)",Drizzle,27.6,4.3,17,8,110,9,12,66,1,0,6.149482296,5.308620565,54.99234884,30.66541807,0,1,No,TRUE,-13.53985087,0.914658303,0.628117732,347.6475719
2022,8,8/05/2022,Sunday,8/05/2022 13:10,Desert Plains Dingoes,Eastern Falcons,"Red Dust Park (Alice Springs, NT)",Drizzle,26.7,2.4,11,3,69,11,9,75,4,0,3.588284763,3.799743915,31.40063243,39.98306949,0,1,F,TRUE,8.352149727,0.307964274,0.023146969,-121.2910885
2022,8,8/05/2022,Sunday,8/05/2022 15:20,Northern Range Roos,Highlands Power,Summit Park,Overcast,20.3,3.4,8,5,53,14,8,92,0,7,4.184586317,7.109213725,22.87609987,35.21528586,0,0,NO,N,13.57219469,-0.007434354,0.217770575,-457.3729268
2022,8,8/05/2022,Sunday,8/05/2022 17:10,Port Sovereign Pirates,Outback Eagles,"Sovereign Harbour (Port Sovereign, SA)",Drizzle,27.4,1.7,11,12,78,8,9,57,3,2,7.809461412,3.882645335,38.75430212,22.49799383,1,0,YES,NO,28.24471647,0.247190699,1.073220838,120.8998835
2022,8,8/05/2022,Sunday,8/05/2022 19:00,Capital Comets,Redwood Devils,Galaxy Oval,Light showers,17.7,0.9,13,7,85,10,6,66,1,0,4.406042297,3.454478827,54.80827769,39.85061877,1,1,YES,Yes,-13.70977399,0.194030159,0.810305192,144.6459575
2022,9,13/05/2022,Friday,13/05/2022 19:20,Coastal Bay Sharks,Harbour Saints,Oceanview Oval,Sunny,21,25,5,4,34,19,6,120,0,3,7.149514333,2.053792197,55.79814812,37.71102162,1,2,TRUE,YES,-2.437533853,0.428720737,0.814950386,-968.3521805
2022,9,14/05/2022,Saturday,14/05/2022 13:45,Mountview Miners,Sunvale Scorchers,"Ironpit Stadium (Mountview, WA)",Drizzle,20.5,2.4,9,10,64,10,7,67,3,3,4.754428156,1.730119536,67.80921167,41.74149455,0,1,NO,YES,-2.769057955,1.00257771,0.571797686,-134.3458746
2022,9,14/05/2022,Saturday,14/05/2022 15:20,Ironclad Bulldogs,Riverland Rams,Foundry Oval,Overcast,20.7,1.3,10,6,66,13,6,84,1,4,4.834147138,6.371406854,59.87903371,63.3191037,0,0,N,FALSE,11.13949746,0.041690635,0.254200583,-279.1841786
2022,9,14/05/2022,Saturday,14/05/2022 17:40,Southern Mariners,Silver Creek Hawks,Seagate Oval,Drizzle,16.1,1.9,10,5,65,8,11,59,0,0,5.132407586,4.551879592,67.72623153,62.34520447,0,1,FALSE,YES,-15.16704678,0.198639938,0.923789693,-59.70445795
2022,9,14/05/2022,Saturday,14/05/2022 19:25,Desert Plains Dingoes,Central City Titans,Red Dust Park,Windy,10,3.3,8,3,51,6,4,40,7,9,5.919584435,3.047241091,72.04482863,49.36302382,1,0,TRUE,F,-14.46506676,0.40815058,0.168009305,91.94112156
2022,9,15/05/2022,Sunday,15/05/2022 13:10,Western Thunderhawks,Highlands Power,"Stormfield Arena (Westbridge, WA)",Sunny,20.7,0,18,7,115,16,9,105,5,1,3.610780745,4.680201164,61.64614132,60.93193191,0,0,F,FALSE,23.03582059,0.854747994,0.533128642,126.9379033
2022,9,15/05/2022,Sunday,15/05/2022 15:20,Pt. Sovereign Pirates,Eastern Falcons,Sovereign Harbour,Drizzle,11.9,1.7,10,12,72,13,10,88,1,0,3.225801133,5.07984944,48.51030994,51.03925496,0,0,No,FALSE,-36.22753092,0.311128097,1.162481388,-193.7630771
2022,9,15/05/2022,Sunday,15/05/2022 17:10,Northern Range Roos,Redwood Devils,Summit Park,Windy,25,2.7,11,5,71,11,7,73,0,2,4.64339632,1.439602381,76.54385911,75.11277178,1,0,YES,No,-7.190960502,-0.04278042,0.202305209,67.41846667
2022,9,15/05/2022,Sunday,15/05/2022 19:00,Capital Comets,Outback Eagles,Galaxy Oval,Light Showers,16.8,2.6,12,6,78,6,6,42,0,1,5.906123626,2.683946929,58.99776409,32.61175444,0,0,N,N,-9.159154013,0.242331283,0.714205178,346.6539184
2022,10,20/05/2022,Friday,20/05/2022 19:20,Sunvale Scorchers,Coastal Bay Sharks,"Heatwave Arena (Sunvale, QLD)",Sunny,23.3,3.7,11,7,73,6,4,40,0,6,5.737346434,4.554541415,80.7109501,13.67702065,0,1,NO,Y,-18.90631852,0.881475045,0.658153197,298.1242548
2022,10,21/05/2022,Saturday,21/05/2022 13:45,Ironclad Bulldogs,Harbour Saints,"Foundry Oval (Ironclad, VIC)",Overcast,24.3,2.8,6,4,40,17,5,107,0,1,2.685627277,4.131015772,50.15933515,55.86262986,0,0,FALSE,NO,19.82763891,0.112395783,0.25816819,-756.3040041
2022,10,21/05/2022,Saturday,21/05/2022 15:20,Mountview Miners,Silver Creek Hawks,"Ironpit Stadium (Mountview, WA)",Drizzle,24.4,2.1,9,11,65,9,12,66,9,4,4.511504573,4.897529368,37.99202662,29.64999358,0,0,F,No,-5.701409615,0.784553056,0.473660826,-86.99652863
2022,10,21/05/2022,Saturday,21/05/2022 17:40,Desert Plains Dingoes,Riverland Rams,Red Dust Park,Overcast,22,3,13,5,83,13,6,84,0,0,5.161334725,4.03020624,50.04538301,68.64621259,1,1,Yes,TRUE,4.797379353,0.314162526,0.301081176,-99.33361992
2022,10,21/05/2022,Saturday,21/05/2022 19:25,Southern Mariners,Highlands Power,Seagate Oval,Partly Cloudy,26.3,3.3,6,3,39,11,6,72,1,2,6.352027456,2.889981144,69.78108741,53.2737552,0,0,NO,No,-10.1161882,0.222054806,0.850858067,-398.7775852
2022,10,22/05/2022,Sunday,22/05/2022 13:10,Port Sovereign Pirates,Central City Titans,"Sovereign Harbour (Port Sovereign, SA)",Partly Cloudy,24.7,0.8,10,11,71,9,6,60,6,3,5.683925327,5.377726432,65.31459071,55.12811224,2,0,YES,No,-9.284574168,0.185476456,1.010237252,83.5522948
2022,10,22/05/2022,Sunday,22/05/2022 15:20,Western Thunderhawks,Redwood Devils,Stormfield Arena,Drizzle,26.2,3.2,17,8,-110,10,6,66,1,2,4.582679487,4.565409478,14.95802832,46.05585384,0,0,No,No,-30.37065678,0.736858869,0.486429529,430.4219339
2022,10,22/05/2022,Sunday,22/05/2022 17:10,Capital Comets,Eastern Falcons,"Galaxy Oval (Capital City, ACT)",Sunny,14.2,4.7,9,5,59,9,7,61,2,1,4.865838871,5.197026572,69.97349951,58.36726226,1,3,T,TRUE,38.12287073,0.122153437,0.784969066,-8.801365275
2022,10,22/05/2022,Sunday,22/05/2022 19:00,Northern Range Roos,Outback Eagles,"Summit Park (Northridge, NSW)",Sunny,17,1.8,11,6,72,8,9,57,1,0,5.027560649,6.203252933,29.48090873,41.78318418,0,0,No,No,-3.06394054,0.033163561,0.362192106,-4.204171103
2022,11,27/05/2022,Friday,27/05/2022 19:20,Coastal Bay Sharks,Ironclad Bulldogs,"Oceanview Oval (Coastal Bay, VIC)",Overcast,19.8,2.6,6,4,40,7,5,47,6,1,5.867124771,5.002277535,80.27514664,57.93608487,1,0,Y,F,5.096819766,0.146638422,0.96342793,-94.8428304
2022,11,28/05/2022,Saturday,28/05/2022 13:45,Sunvale Scorchers,Silver Creek Hawks,"Heatwave Arena (Sunvale, QLD)",Drizzle,26.9,1,13,10,88,11,13,79,4,5,6.181637955,4.824093287,27.83914734,12.6912368,0,0,N,N,12.81086375,0.79392814,0.831747111,5.467953276
2022,11,28/05/2022,Saturday,28/05/2022 15:20,Desert Plains Dingoes,Harbour Saints,Red Dust Park,Light showers,24.3,3.6,9,3,57,17,6,108,1,0,4.531833275,5.788305618,26.25398703,33.42584324,0,1,FALSE,T,15.99267114,0.469117289,0.091593616,-522.2502322
2022,11,28/05/2022,Saturday,28/05/2022 17:40,Mountview Miners,Highlands Power,Ironpit Stadium,Windy,189,3,7,8,50,13,7,85,0,1,7.040774472,8.853449922,66.55515766,40.76144808,1,0,Y,NO,-33.95309581,0.859218313,0.605631859,-368.4641027
2022,11,28/05/2022,Saturday,28/05/2022 19:25,Port Sovereign Pirates,Riverland Rams,Sovereign Harbour,Windy,12.7,4.1,11,13,79,13,6,84,1,0,7.751870749,2.275623329,49.65823939,37.98537337,0,0,No,N,0.613538026,0.235982933,0.944134605,-124.132264
2022,11,29/05/2022,Sunday,29/05/2022 13:10,Southern Mariners,Redwood Devils,Seagate Oval,Sunny,22.7,2,9,4,58,8,6,54,2,0,5.620501604,5.906010244,44.87739485,38.75306422,2,0,Yes,N,19.99790013,0.044639562,0.809693178,-18.08607322
2022,11,29/05/2022,Sunday,29/05/2022 15:20,Capital Comets,Central City Titans,"Galaxy Oval (Capital City, ACT)",Light Showers,20.3,2.9,9,5,59,5,4,34,6,0,3.665451209,5.119143468,25.69814119,33.68611367,0,0,N,F,-1.544247285,0.231636521,0.72337725,253.1945859
2022,11,29/05/2022,Sunday,29/05/2022 17:10,Western Thunderhawks,Outback Eagles,Stormfield Arena,Partly Cloudy,189,2.1,17,8,-110,8,8,56,8,3,5.594909741,6.826759544,79.23819532,64.70779112,0,0,FALSE,F,-3.522535785,0.782382907,0.600292581,539.3381208
2022,11,29/05/2022,Sunday,29/05/2022 19:00,Northern Range Roos,Eastern Falcons,Summit Park,Windy,12,2.8,9,5,59,12,10,82,1,1,4.811630285,5.381034066,89.28122698,20.92851667,3,0,Y,N,-3.434179212,0.036729744,0.388582589,-243.0225327
2022,12,3/06/2022,Friday,3/06/2022 19:20,Silver Creek Hawks,Coastal Bay Sharks,Silver Creek Stadium (Northern VIC),Light Showers,18.2,2.6,10,13,73,7,6,48,4,3,6.872071265,3.61234058,44.15017446,29.91441002,0,0,F,NO,10.16643734,0.216435459,0.902996085,246.4393389
2022,12,4/06/2022,Saturday,4/06/2022 13:45,Desert Plains Dingoes,Ironclad Bulldogs,Red Dust Park,Windy,188,5,8,3,51,5,4,34,6,1,7.040261139,3.533831413,52.43597737,50.38653017,0,1,No,YES,14.97854757,0.358069966,0.042999975,131.2048232
2022,12,4/06/2022,Saturday,4/06/2022 15:20,Sunvale Scorchers,Highlands Power,"Heatwave Arena (Sunvale, QLD)",Light showers,23,3.4,9,7,61,13,8,86,1,1,4.281498291,3.893045951,52.75404616,37.44631255,0,0,F,N,21.35158939,0.736687751,0.579568083,-308.7221616
2022,12,4/06/2022,Saturday,4/06/2022 17:40,Port Sovereign Pirates,Harbour Saints,"Sovereign Harbour (Port Sovereign, SA)",Overcast,20.2,3.9,9,10,64,18,6,114,0,0,4.514931512,4.843658521,48.50021073,54.11736904,0,0,NO,N,2.263565024,0.083198134,1.008711946,-561.8946574
2022,12,4/06/2022,Saturday,4/06/2022 19:25,Mountview Miners,Redwood Devils,"Ironpit Stadium (Mountview, WA)",Partly Cloudy,14.5,1.4,9,10,64,10,6,66,1,1,3.795283167,4.525095129,52.48670517,20.06040263,0,0,NO,NO,4.214422268,0.721623779,0.513814174,-46.57769844
2022,12,5/06/2022,Sunday,5/06/2022 13:10,Capital Comets,Riverland Rams,Galaxy Oval,Partly Cloudy,16.2,2,14,7,91,12,6,78,0,1,6.423018341,5.210122804,62.92578047,52.56638903,2,0,Y,NO,9.295920244,0.126562263,0.960068744,-2.592581382
2022,12,5/06/2022,Sunday,5/06/2022 15:20,Southern Mariners,Outback Eagles,"Seagate Oval (Southport, TAS)",Drizzle,17.2,3.2,8,3,51,5,6,36,1,5,3.81151421,4.721039312,44.20269443,35.16130611,0,0,N,N,20.78950161,0.146928453,0.913490462,37.4419467
2022,12,5/06/2022,Sunday,5/06/2022 17:10,Northern Range Roos,Central City Titans,Summit Park,Light Showers,26.4,2.4,8,4,52,8,5,53,0,7,4.415903614,5.602465744,27.34246247,73.55628527,1,0,T,FALSE,10.63046835,0.317644077,0.188286646,70.96156139
2022,12,5/06/2022,Sunday,5/06/2022 19:00,Western Thunderhawks,Eastern Falcons,Stormfield Arena,Drizzle,11.8,3.4,16,7,103,11,9,75,3,0,6.365658754,5.448779463,23.69075803,49.78283853,0,0,FALSE,No,9.451790539,0.974345997,0.453429281,283.3040832
2022,13,10/06/2022,Friday,10/06/2022 19:20,Coastal Bay Sharks,Desert Plains Dingoes,"Oceanview Oval (Coastal Bay, VIC)",Overcast,26.8,1.6,7,5,47,12,5,77,2,0,5.634257721,2.45578162,46.27336059,65.50154537,0,0,F,F,-28.53787747,0.193030522,0.714284981,-404.1623507
2022,13,11/06/2022,Saturday,11/06/2022 13:45,Silver Creek Hawks,Highlands Power,Silver Creek Stadium (Northern VIC),Light Showers,26.5,3.7,8,11,59,14,8,92,0,13,4.239920207,4.081930293,55.57536561,66.61521614,1,1,Y,T,11.68431725,0.277723116,0.989554012,-375.0091169
2022,13,11/06/2022,Saturday,11/06/2022 15:20,Pt. Sovereign Pirates,Ironclad Bulldogs,Sovereign Harbour,Partly Cloudy,11.2,3.2,9,11,65,7,5,47,0,0,4.739409846,7.490431271,61.36621161,59.11461429,0,1,N,YES,4.832493825,36.88458024,0.870727549,138.328845
2022,13,11/06/2022,Saturday,11/06/2022 17:40,Sunvale Scorchers,Redwood Devils,"Heatwave Arena (Sunvale, QLD)",Overcast,23.3,1.5,12,8,80,11,7,73,15,1,5.518124108,2.832233694,36.64505125,27.11129182,0,0,F,FALSE,11.35422356,0.766810314,0.696442287,109.0297675
2022,13,11/06/2022,Saturday,11/06/2022 19:25,Capital Comets,Harbour Saints,"Galaxy Oval (Capital City, ACT)",Windy,13,2.4,10,6,66,17,5,107,0,4,6.021466354,4.98130585,56.18318078,53.78178781,1,0,Y,F,16.68277368,0.139032331,0.673029798,-437.8137797
2022,13,12/06/2022,Sunday,12/06/2022 13:10,Mountview Miners,Outback Eagles,Ironpit Stadium,Light Showers,12.2,5,7,8,50,5,6,36,2,0,4.804425175,6.673658897,61.70881153,61.1448417,0,0,NO,FALSE,-3.285587256,0.757623559,0.64207794,140.6574227
2022,13,12/06/2022,Sunday,12/06/2022 15:20,Northern Range Roos,Riverland Rams,Summit Park,Windy,16.8,3,12,6,78,14,7,91,5,1,4.923608378,8.384758439,59.66353007,74.45458835,0,0,NO,F,18.07723464,0.097653636,0.29435469,-146.6598757
2022,13,12/06/2022,Sunday,12/06/2022 17:10,Southern Mariners,Eastern Falcons,"Seagate Oval (Southport, TAS)",Windy,16,1.5,8,4,52,10,8,68,4,4,5.335393981,3.09615583,43.38227183,43.5488025,1,0,Yes,F,-18.74063101,0.078121554,0.755138403,-147.5298578
2022,13,12/06/2022,Sunday,12/06/2022 19:00,Western Thunderhawks,Central City Titans,"Stormfield Arena (Westbridge, WA)",Sunny,25.5,0.8,16,7,103,9,5,59,4,2,4.86249259,4.640011341,54.82660864,48.37481147,0,0,N,FALSE,17.68566435,0.877545998,0.424026901,407.3930271
2022,14,17/06/2022,Friday,17/06/2022 19:20,Highlands Power,Coastal Bay Sharks,"Highland Energy Oval (Canberra, ACT)",Drizzle,16.2,3.8,14,8,92,4,3,27,4,2,6.57110672,5.759261067,31.59452128,72.3445888,0,2,N,TRUE,14.35449014,0.538219523,0.401108497,631.0220968
2022,14,18/06/2022,Saturday,18/06/2022 13:45,Pt. Sovereign Pirates,Desert Plains Dingoes,"Sovereign Harbour (Port Sovereign, SA)",Sunny,20.6,1.7,11,12,78,13,4,82,1,0,6.651403656,4.204574005,48.08247662,60.23065896,0,0,FALSE,N,-28.86968468,0.215014975,0.734870991,-72.18625752
2022,14,18/06/2022,Saturday,18/06/2022 15:20,Silver Creek Hawks,Redwood Devils,Silver Creek Stadium (Northern VIC),Overcast,18.1,2.3,10,13,73,11,7,73,1,2,4.47601154,3.834814732,50.71974336,46.44227229,0,0,NO,FALSE,-1.579616376,0.453507008,1.169350061,-98.95449543
2022,14,18/06/2022,Saturday,18/06/2022 17:40,Capital Comets,Ironclad Bulldogs,Galaxy Oval,Light Showers,17.5,2.2,11,5,71,6,4,40,8,1,2.551570537,4.603939477,28.59162701,68.21363574,0,0,FALSE,FALSE,0.546471788,0.291048566,0.769141472,247.357724
2022,14,18/06/2022,Saturday,18/06/2022 19:25,Sunvale Scorchers,Outback Eagles,"Heatwave Arena (Sunvale, QLD)",Sunny,16.5,4.3,10,7,67,6,7,43,0,3,5.95955674,6.382195614,50.14801608,61.76085147,0,0,NO,F,10.90361836,0.604386018,0.706946399,154.4009012
2022,14,19/06/2022,Sunday,19/06/2022 13:10,Northern Range Roos,Harbour Saints,Summit Park,Light Showers,13.8,3.6,8,4,52,19,6,120,1,0,4.574158474,5.575556153,46.28189124,50.69239182,0,0,FALSE,N,-5.04833444,0.24382313,0.280797331,-731.7801257
2022,14,19/06/2022,Sunday,19/06/2022 15:20,Mountview Miners,Eastern Falcons,"Ironpit Stadium (Mountview, WA)",Sunny,13.2,1.7,8,9,57,11,9,75,0,2,6.826651741,4.380050072,25.03730817,61.37659185,0,0,FALSE,No,-15.50688345,0.909114917,0.547626894,-207.668838
2022,14,19/06/2022,Sunday,19/06/2022 17:10,Western Thunderhawks,Riverland Rams,"Stormfield Arena (Westbridge, WA)",Windy,13.3,2.3,19,9,123,14,7,91,0,1,5.634162527,4.895210689,66.01601947,67.58576139,0,1,F,TRUE,1.061097778,0.837824631,0.431995064,326.3287043
2022,14,19/06/2022,Sunday,19/06/2022 19:00,Southern Mariners,Central City Titans,"Seagate Oval (Southport, TAS)",Sunny,15.6,1.1,7,3,45,6,4,40,3,5,3.204712082,6.289423948,61.93449101,71.08135041,1,0,T,No,10.20250862,0.281364505,0.969753715,-110.8282697
2022,15,24/06/2022,Friday,24/06/2022 19:20,Coastal Bay Sharks,Pt. Sovereign Pirates,Oceanview Oval,Overcast,16.3,0.6,9,6,60,11,14,80,4,4,3.755846422,4.795088957,40.51958488,77.19169949,0,1,No,Y,26.9524904,0.240982921,0.873276923,-246.2738177
2022,15,25/06/2022,Saturday,25/06/2022 13:45,Highlands Power,Redwood Devils,"Highland Energy Oval (Canberra, ACT)",Drizzle,13.4,25,14,9,93,8,6,54,2,1,2.989355161,4.329360587,38.50287408,47.37470209,1,1,YES,TRUE,0.116151642,0.711748588,0.62790176,387.8548289
2022,15,25/06/2022,Saturday,25/06/2022 15:20,Capital Comets,Desert Plains Dingoes,"Galaxy Oval (Capital City, ACT)",Overcast,11.2,2,12,6,78,10,3,63,2,0,4.397328951,5.14224098,32.47709844,44.80322654,0,1,N,T,-15.40607979,0.156793313,0.918754755,97.83873412
2022,15,25/06/2022,Saturday,25/06/2022 17:40,Silver Creek Hawks,Outback Eagles,Silver Creek Stadium (Northern VIC),Drizzle,22.9,4.9,9,11,-65,7,7,49,16,0,4.151832288,5.229864869,51.70722231,26.86431816,0,0,No,FALSE,-2.616497622,0.349835951,1.036709985,72.00173113
2022,15,25/06/2022,Saturday,25/06/2022 19:25,Northern Range Roos,Ironclad Bulldogs,"Summit Park (Northridge, NSW)",Sunny,17.2,4.4,8,4,52,7,4,46,3,0,6.289906014,3.777822754,54.73108593,64.04927109,5,0,T,NO,6.352112806,0.094219941,0.254520315,17.25390753
2022,15,26/06/2022,Sunday,26/06/2022 13:10,Sunvale Scorchers,Eastern Falcons,"Heatwave Arena (Sunvale, QLD)",Drizzle,23.8,2.2,10,8,-68,12,10,82,1,0,2.752415505,4.339943188,41.88135863,54.70316524,1,0,Y,N,-13.81507798,0.448250154,0.694879859,-217.2825895
2022,15,26/06/2022,Sunday,26/06/2022 15:20,Western Thunderhawks,Harbour Saints,Stormfield Arena,Overcast,16.7,1.8,16,7,103,20,6,126,2,1,7.77599593,2.807106168,65.47820134,60.84660083,0,1,F,YES,3.976904962,0.863790006,0.608629637,-328.6552213
2022,15,26/06/2022,Sunday,26/06/2022 17:10,Mountview Miners,Central City Titans,Ironpit Stadium,Partly Cloudy,26.2,3.9,6,6,42,5,4,34,8,2,5.348091061,2.425211414,69.51875094,57.94940456,0,0,FALSE,FALSE,7.494372258,0.620119317,0.704147863,90.61022473
2022,15,26/06/2022,Sunday,26/06/2022 19:00,Southern Mariners,Riverland Rams,Seagate Oval,Light Showers,25.1,2.6,10,5,65,11,5,-71,4,0,3.904029363,4.915211708,45.56400629,65.85725059,0,0,No,NO,-26.37754796,0.227527258,1.028346192,-153.7729351
2022,16,1/07/2022,Friday,1/07/2022 19:20,Redwood Devils,Coastal Bay Sharks,"Inferno Park (Redwood, VIC)",Windy,17.3,0.9,12,8,80,8,5,53,4,4,5.423731005,5.616303316,49.63554119,57.82177244,1,0,TRUE,NO,25.10989433,0.11910206,0.153617462,201.0056728
2022,16,2/07/2022,Saturday,2/07/2022 13:45,Capital Comets,Pt. Sovereign Pirates,Galaxy Oval,Overcast,191,2.8,13,6,84,9,10,64,1,0,7.107052269,4.741634926,46.29544211,52.48385913,0,1,F,Yes,8.079226433,0.015936587,0.706255304,162.4031166
2022,16,2/07/2022,Saturday,2/07/2022 15:20,Highlands Power,Outback Eagles,"Highland Energy Oval (Canberra, ACT)",Drizzle,16.1,3.5,13,8,86,5,6,36,0,2,5.630172334,4.157343721,73.80125363,57.53624775,1,0,YES,NO,6.039467652,0.70908031,0.325427795,424.5939177
2022,16,2/07/2022,Saturday,2/07/2022 17:40,Northern Range Roos,Desert Plains Dingoes,"Summit Park (Northridge, NSW)",Light Showers,14.3,2.7,10,6,66,12,4,76,0,2,4.303815039,3.309416134,56.04845833,46.14227438,0,0,No,N,9.043710543,0.148156068,0.104403395,-136.7779494
2022,16,2/07/2022,Saturday,2/07/2022 19:25,Silver Creek Hawks,Eastern Falcons,Silver Creek Stadium (Northern VIC),Partly cloudy,24.5,25,9,12,66,13,9,87,0,0,4.490471278,4.620257894,25.43210703,92.54933376,1,0,Yes,No,-22.0197335,0.174113528,0.949368033,-260.3537314
2022,16,3/07/2022,Sunday,3/07/2022 13:10,Western Thunderhawks,Ironclad Bulldogs,Stormfield Arena,Drizzle,24.9,2.6,16,7,103,8,4,52,2,2,4.497912701,5.765922726,52.7033438,32.17057597,1,0,T,N,14.72582465,0.830275712,0.471898268,522.1115159
2022,16,3/07/2022,Sunday,3/07/2022 15:20,Sunvale Scorchers,Central City Titans,"Heatwave Arena (Sunvale, QLD)",Light Showers,27,2.2,9,6,60,8,5,53,3,2,5.989488275,5.159312646,54.8952013,56.87536675,0,1,NO,Y,16.59239012,0.684965694,0.64465083,104.0804745
2022,16,3/07/2022,Sunday,3/07/2022 17:10,Southern Mariners,Harbour Saints,Seagate Oval,Partly Cloudy,10.2,1.4,7,4,46,17,5,107,2,3,5.464106094,5.156677507,66.24254535,37.18263077,1,0,T,No,-0.909606879,0.169280076,0.921354001,-656.9094183
2022,16,3/07/2022,Sunday,3/07/2022 19:00,Mountview Miners,Riverland Rams,Ironpit Stadium,Sunny,13.7,0.8,10,12,72,14,6,90,3,1,3.599689094,3.373252704,61.42126967,68.59415765,2,0,Yes,FALSE,-19.92616332,0.750487322,0.555344781,-250.3453008
2022,17,8/07/2022,Friday,8/07/2022 19:20,Coastal Bay Sharks,Capital Comets,"Oceanview Oval (Coastal Bay, VIC)",Partly Cloudy,26.4,4.3,5,3,33,10,6,66,1,0,6.590535263,4.559720683,48.54247008,51.09921431,1,0,Y,N,4.99113784,0.298540313,0.932569819,-471.2692945
2022,17,9/07/2022,Saturday,9/07/2022 13:45,Redwood Devils,Outback Eagles,"Inferno Park (Redwood, VIC)",Windy,16.2,1.8,11,7,-73,7,9,51,10,4,3.164903044,2.59751467,37.17534164,59.63558778,1,1,Y,Yes,1.905988055,0.190828102,0.206603817,242.8320393
2022,17,9/07/2022,Saturday,9/07/2022 15:20,Northern Range Roos,Port Sovereign Pirates,"Summit Park (Northridge, NSW)",Light showers,25,1.1,12,7,79,11,14,80,4,0,5.323153418,3.544985369,72.12767457,54.24181961,0,0,NO,NO,-16.5780015,-0.024731783,0.241996409,-8.835237853
2022,17,9/07/2022,Saturday,9/07/2022 17:40,Highlands Power,Eastern Falcons,"Highland Energy Oval (Canberra, ACT)",Windy,17.4,0.4,15,8,98,11,9,75,1,0,6.007990037,8.841715245,32.16383904,40.79215091,0,0,FALSE,N,-1.528213377,0.56861444,0.521080984,125.0721474
2022,17,9/07/2022,Saturday,9/07/2022 19:25,Western Thunderhawks,Desert Plains Dingoes,"Stormfield Arena (Westbridge, WA)",Light showers,14,4.2,16,7,103,10,4,64,2,0,4.75111755,5.092379323,52.7318654,36.50633344,0,0,No,NO,2.676036477,1.042901649,0.401045078,364.7713938
2022,17,10/07/2022,Sunday,10/07/2022 13:10,Silver Creek Hawks,Central City Titans,Silver Creek Stadium (Northern VIC),Partly Cloudy,23.7,3.5,8,10,58,7,5,47,0,4,3.853608906,5.80372203,39.083236,57.07249211,0,1,NO,T,-14.55347004,0.170532833,1.110717941,-35.22591645
2022,17,10/07/2022,Sunday,10/07/2022 15:20,Southern Mariners,Ironclad Bulldogs,Seagate Oval,Sunny,18.7,25,7,3,45,5,3,33,3,9,5.658196472,5.707427393,54.77085332,58.78999246,2,0,YES,NO,4.233925066,0.119381945,0.873945633,119.0460066
2022,17,10/07/2022,Sunday,10/07/2022 17:10,Sunvale Scorchers,Riverland Rams,"Heatwave Arena (Sunvale, QLD)",Sunny,14.8,4.7,11,8,74,12,6,78,6,2,5.405641359,4.325556237,25.96587742,76.03006514,0,0,No,No,3.45370018,0.557836252,0.547371187,-92.87717276
